nɐŋ	thou	nɐ	seven	nɐ	mother-in-law	nɐ	two	nɐ	ear
nam	deceive	nɐ	seven	nɐ	mother-in-law	nɐ	two	nɐ	ear
lu	daughter	va	grandmother	ja	look at	ʔa	antler (of deer)	ʃa	clan
wa	rightside	va	grandmother	va	paternal grandmother	fak	pig	ðak	weave
tʰi	see/know	tʰe	awaken	tʰeŋ	dry	tʰeŋ	be dry	ðej	ant
fɐt	ashes	va	grandmother	ja	look at	ʔa	antler (of deer)	ʃa	clan
kʰip	sew	kop	shoot (v.)	kop	shoot	kʰok	basket	kʰok	basket (head-basket)
ram	village	ðu	sharpen	a	come	va	grandmother	ja	look at
ri	crab	re	roast	reŋ	hunt	kʰu	crab	ðej	ant
ta	pine	tʰa	resemble/be like	tu	far	tsa	grass	ca	be thirsty
con	help	co	deer	pon	hand	pon	arm	kon	cross
mwe	face	ma	dream	ma	drink (v.)	ʃap	able	jap	hit/strike
ðot	rice (cooked)	tsa	grass	tʰa	resemble/be like	tʰak	kick	ta	pine
reŋ	hunt	re	roast	veŋ	light (weight)	roŋ	slingshot	rɐŋ	alive/be living
le	field	lu	daughter	lu	ash/cinder	lu	arrow	luŋ	heart
